"CommodityScheme","CommodityCode","Description","Parent Code","Level","IsBasicLevel"
"HS22","390320","Styrene polymers; styrene-acrylonitrile (SAN) copolymers, in primary forms","3903","6","1"
"HS22","390330","Styrene polymers; acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","3903","6","1"
"HS22","390390","Styrene polymers; in primary forms, n.e.c. in heading no. 3903","3903","6","1"
"HS22","3904","Polymers of vinyl chloride or of other halogenated olefins, in primary forms","39","4","0"
"HS22","390410","Vinyl chloride, other halogenated olefin polymers; poly(vinyl chloride), not mixed with any other substances, in primary forms","3904","6","1"
"HS22","390421","Vinyl chloride, other halogenated olefin polymers; non-plasticised poly(vinyl chloride), in primary forms, mixed with other substances","3904","6","1"
"HS22","390422","Vinyl chloride, other halogenated olefin polymers; plasticised poly(vinyl chloride), in primary forms, mixed with other substances","3904","6","1"
"HS22","390430","Vinyl chloride, other halogenated olefin polymers; vinyl chloride-vinyl acetate copolymers, in primary forms","3904","6","1"
"HS22","390440","Vinyl chloride, other halogenated olefin polymers; vinyl chloride copolymers, in primary forms n.e.c. in heading no. 3904","3904","6","1"
"HS22","390450","Vinyl chloride, other halogenated olefin polymers; vinylidene chloride polymers, in primary forms","3904","6","1"
"HS22","390461","Halogenated olefin polymers; fluoro-polymers, polytetrafluoroethylene, in primary forms","3904","6","1"
"HS22","390469","Halogenated olefin polymers; fluoro-polymers (other than polytetrafluoroethylene), in primary forms","3904","6","1"
"HS22","390490","Vinyl chloride, other halogenated olefin polymers; n.e.c. in heading no. 3904","3904","6","1"
"HS22","3905","Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms","39","4","0"
"HS22","390512","Poly(vinyl acetate); in aqueous dispersion, in primary forms","3905","6","1"
"HS22","390519","Poly(vinyl acetate); (other than in aqueous dispersion), in primary forms","3905","6","1"
"HS22","390521","Vinyl acetate copolymers; in aqueous dispersion, in primary forms","3905","6","1"
"HS22","390529","Vinyl acetate copolymers; (other than in aqueous dispersion), in primary forms","3905","6","1"
"HS22","390530","Poly(vinyl alcohol); whether or not containing unhydrolysed acetate groups","3905","6","1"
"HS22","390591","Vinyl acetate, vinyl ester polymers, vinyl polymers; n.e.c. in heading no. 3905, in primary forms, copolymers","3905","6","1"
"HS22","390599","Vinyl acetate, vinyl ester polymers, vinyl polymers; n.e.c. in heading no. 3905, in primary forms, other than copolymers","3905","6","1"
"HS22","3906","Acrylic polymers in primary forms","39","4","0"
"HS22","390610","Acrylic polymers; poly(methyl methacrylate), in primary forms","3906","6","1"
"HS22","390690","Acrylic polymers; (other than polymethyl methacrylate), in primary forms","3906","6","1"
"HS22","3907","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms","39","4","0"
"HS22","390710","Polyacetals; in primary forms","3907","6","1"
"HS22","390721","Polyethers other than polyacetals; in primary forms, bis(polyoxyethylene) methylphosphonate","3907","6","1"
"HS22","390729","Polyethers other than polyacetals, and bis(polyoxyethylene) methylphosphonate; in primary forms","3907","6","1"
"HS22","390730","Epoxide resins; in primary forms","3907","6","1"
"HS22","390740","Polycarbonates; in primary forms","3907","6","1"
"HS22","390750","Alkyd resins; in primary forms","3907","6","1"
"HS22","390761","Poly(ethylene terephthalate); in primary forms, having a viscosity of 78ml/g or higher","3907","6","1"
"HS22","390769","Poly(ethylene terephthalate); in primary forms, having a viscosity of less than 78ml/g","3907","6","1"
"HS22","390770","Poly(lactic acid); in primary forms","3907","6","1"
"HS22","390791","Polyesters; n.e.c. in heading no. 3907, unsaturated, in primary forms","3907","6","1"
"HS22","390799","Polyesters; n.e.c. in heading no. 3907, saturated, in primary forms","3907","6","1"
"HS22","3908","Polyamides in primary forms","39","4","0"
"HS22","390810","Polyamides; polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","3908","6","1"
"HS22","390890","Polyamides; n.e.c. in heading no. 3908, in primary forms","3908","6","1"
"HS22","3909","Amino-resins, phenolic resins and polyurethanes, in primary forms","39","4","0"
"HS22","390910","Amino-resins; urea and thiourea resins, in primary forms","3909","6","1"
"HS22","390920","Amino-resins; melamine resins, in primary forms","3909","6","1"
"HS22","390931","Amino-resins; n.e.c. in heading no. 3909, in primary forms, poly(methylene phenyl isocyanate) (Crude MDI, polymeric MDI)","3909","6","1"
"HS22","390939","Amino-resins; n.e.c. in heading no. 3909, in primary forms, other than poly(methylene phenyl isocyanate) (Crude MDI, polymeric MDI)","3909","6","1"
"HS22","390940","Phenolic resins; in primary forms","3909","6","1"
"HS22","390950","Polyurethanes; in primary forms","3909","6","1"
"HS22","3910","Silicones in primary forms","39","4","0"
"HS22","391000","Silicones; in primary forms","3910","6","1"
"HS22","3911","Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39, in primary forms","39","4","0"
"HS22","391110","Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes; in primary forms","3911","6","1"
"HS22","391120","Petroleum resins, poly(1,3-phenylene methylphosphonate), in primary forms","3911","6","1"
"HS22","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","3911","6","1"
"HS22","3912","Cellulose and its chemical derivatives, n.e.c. or included, in primary forms","39","4","0"
"HS22","391211","Cellulose acetates; non-plasticised, in primary forms","3912","6","1"
"HS22","391212","Cellulose acetates; plasticised, in primary forms","3912","6","1"
"HS22","391220","Cellulose nitrates (including collodions); in primary forms","3912","6","1"
"HS22","391231","Cellulose ethers; carboxymethylcellulose and its salts, in primary forms","3912","6","1"
"HS22","391239","Cellulose ethers; (other than carboxymethylcellulose and its salts), in primary forms","3912","6","1"
"HS22","391290","Cellulose and its chemical derivatives; n.e.c. in item no. 3912, in primary forms","3912","6","1"
"HS22","3913","Natural polymers (e.g. alginic acid) and modified natural polymers (e.g. hardened proteins, chemical derivatives of natural rubber), n.e.c. or included, in primary forms","39","4","0"
"HS22","391310","Polymers, natural; alginic acid, its salts and esters, in primary forms","3913","6","1"
"HS22","391390","Polymers, natural and modified natural; in primary forms (excluding alginic acid, its salts and esters)","3913","6","1"
"HS22","3914","Ion-exchangers; based on polymers of heading no. 3901 to 3913, in primary forms","39","4","0"
"HS22","391400","Ion-exchangers; based on polymers of heading no. 3901 to 3913, in primary forms","3914","6","1"
"HS22","3915","Waste, parings and scrap, of plastics","39","4","0"
"HS22","391510","Ethylene polymers; waste, parings and scrap","3915","6","1"
"HS22","391520","Styrene polymers; waste, parings and scrap","3915","6","1"
"HS22","391530","Vinyl chloride polymers; waste, parings and scrap","3915","6","1"
"HS22","391590","Plastics n.e.c. in heading no. 3915; waste, parings and scrap","3915","6","1"
"HS22","3916","Monofilament of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked, of plastics","39","4","0"
"HS22","391610","Ethylene polymers; monofilament, of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked","3916","6","1"
"HS22","391620","Vinyl chloride polymers; monofilament, of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked","3916","6","1"
"HS22","391690","Plastics; monofilament, of plastics n.e.c. in heading no. 3916, cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked","3916","6","1"
"HS22","3917","Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics","39","4","0"
"HS22","391710","Plastics; artificial guts (sausage casings) of hardened protein or of cellulosic materials","3917","6","1"
"HS22","391721","Plastics; tubes, pipes and hoses thereof, rigid, of polymers of ethylene","3917","6","1"
"HS22","391722","Plastics; tubes, pipes and hoses thereof, rigid, of polymers of propylene","3917","6","1"
"HS22","391723","Plastics; tubes, pipes and hoses thereof, rigid, of polymers of vinyl chloride","3917","6","1"
"HS22","391729","Plastics; tubes, pipes and hoses thereof, rigid, of plastics n.e.c. in heading no. 3917","3917","6","1"
"HS22","391731","Plastics; tubes, pipes and hoses thereof, flexible, having a minimum burst pressure of 27.6MPa","3917","6","1"
"HS22","391732","Plastics; tubes, pipes and hoses thereof, other than those of item no. 3917.31, not reinforced or otherwise combined with other materials, without fittings","3917","6","1"
"HS22","391733","Plastics; tubes, pipes and hoses thereof, other than those of item no. 3917.31, not reinforced or otherwise combined with other materials, with fittings","3917","6","1"
"HS22","391739","Plastics; tubes, pipes and hoses thereof, n.e.c. in item no. 3917.30","3917","6","1"
"HS22","391740","Plastics; tube, pipe and hose fittings (e.g. joints, elbows, flanges)","3917","6","1"
