File Name,Input Field Name,Type & Description,Property field status,Data Type,Default,Valid value range,Cyber field status,Liability field status,Marine Cargo field status,version_number
Loc,GeogName4,"Geography name: Descriptor of the geographical area, using the scheme referenced in the corresponding GeogScheme field (e.g. SO31)",O,,,,n/a,n/a,n/a,1.1.2
Loc,GeogScheme5,"Geography scheme: Descriptor of the geography scheme used in relation to the geography name in the corresponding GeogName field (e.g. PC4). User can specify values in addition to those listed in the GeogScheme values list, but user defined scheme values must start with 'X'.",O,,,,n/a,n/a,n/a,1.1.2
Loc,GeogName5,"Geography name: Descriptor of the geographical area, using the scheme referenced in the corresponding GeogScheme field (e.g. SO31)",O,,,,n/a,n/a,n/a,1.1.2
Loc,AddressMatch,Address match from geocoder: indicating the resolution that the latitude / longitude represents,O,,0,,n/a,n/a,n/a,1.1.2
Loc,GeocodeQuality,Geocode quality (values between 0 and 1 e.g. 80% is entered as 0.8),O,,,"[0,1]",n/a,n/a,n/a,1.1.2
Loc,Geocoder,Company name / version of geocoder. Free text field.,O,,,,n/a,n/a,n/a,1.1.2
Loc,OrgOccupancyScheme,Original occupancy scheme,O,,,,n/a,n/a,n/a,1.1.2
Loc,OrgOccupancyCode,Original occupancy code,O,,,,n/a,n/a,n/a,1.1.2
Loc,OrgConstructionScheme,Original construction scheme,O,,,,n/a,n/a,n/a,1.1.2
Loc,OrgConstructionCode,Original construction code,O,,,,n/a,n/a,n/a,1.1.2
Loc,OccupancyCode,OED occupancy code,O,,1000,,n/a,n/a,n/a,1.1.2
Loc,ConstructionCode,OED construction code,O,,5000,,n/a,n/a,n/a,1.1.2
Loc,YearBuilt,Year built (4 digit year),O,,0,,n/a,n/a,n/a,1.1.2
Loc,NumberOfStoreys,Number of storeys,O,,0,,n/a,n/a,n/a,1.1.2
Loc,NumberOfBuildings,Number of buildings,O,,1,"[1,)",n/a,n/a,n/a,1.1.2
Loc,FloorArea,Floor area: the total area across all floors,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,FloorAreaUnit,Units in which FloorArea is specified,O,,11,,n/a,n/a,n/a,1.1.2
Loc,LocUserDef1,Location user defined field 1,O,,,,n/a,n/a,n/a,1.1.2
Loc,LocUserDef2,Location user defined field 2,O,,,,n/a,n/a,n/a,1.1.2
Loc,LocUserDef3,Location user defined field 3,O,,,,n/a,n/a,n/a,1.1.2
Loc,LocUserDef4,Location user defined field 4,O,,,,n/a,n/a,n/a,1.1.2
Loc,LocUserDef5,Location user defined field 5,O,,,,n/a,n/a,n/a,1.1.2
Loc,FlexiLocZZZ,Flexible field that is stored in FlexiLoc table in ModifierName = ZZZ,O,,,,n/a,n/a,n/a,1.1.2
Loc,LocPerilsCovered,Location perils covered,R,,,,n/a,n/a,n/a,1.1.2
Loc,BuildingTIV,Building Total Insured Value,R,,,"[0,)",n/a,n/a,n/a,1.1.2
Loc,OtherTIV,"Other Building Insured Value (primarily aimed at specific US policies). For motor exposures, use this field for TIV along with appropriate motor construction code.",R,,,"[0,)",n/a,n/a,n/a,1.1.2
Loc,ContentsTIV,Contents Total Insured Value,R,,,"[0,)",n/a,n/a,n/a,1.1.2
Loc,BITIV,Business Interruption (BI) Total Insured Value,R,,,"[0,)",n/a,n/a,n/a,1.1.2
Loc,BIPOI,"BI period of indemnity (in days, in increments of 0.5 days). Default value = 365 (1 year).",O,,365,"[0,3650]",n/a,n/a,n/a,1.1.2
Loc,LocCurrency,Location currency,R,,,,n/a,n/a,n/a,1.1.2
Loc,LocGrossPremium,Gross premium amount at location level,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocTax,Insurance tax amount at location level,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocBrokerage,Brokerage amount at location level,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocNetPremium,Net premium at location level,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,NonCatGroundUpLoss,Ground-Up non-cat loss value prior to the application of non-cat policy terms,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocParticipation,Percentage of risk that the insurer covers for this location. Values between 0 to 1 (e.g. 12% enterd as 0.12). Usually used in binders or offshore.,O,,1,"[0,1]",n/a,n/a,n/a,1.1.2
Loc,PayoutBasis,Pay-out basis for the claim (whether depreciation is taken into account). ACV = RCV - depreciation.,O,,0,,n/a,n/a,n/a,1.1.2
Loc,ReinsTag,User defined reinsurance tag to provide a further option for specifying reinsurance scope,O,,,,n/a,n/a,n/a,1.1.2
Loc,CondNumber,Condition Number to be able to link to relevant special condition (numbers only). Matches with CondNumber in Acc file.,CR,,,"[1,)",n/a,n/a,n/a,1.1.2
Loc,LocDedCode1Building,Location building deductible code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDedType1Building,Location building deductible type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDed1Building,Location building deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMinDed1Building,Location minimum building deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMaxDed1Building,Location maximum building deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocDedCode2Other,Location other building deductible code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDedType2Other,Location other building deductible type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDed2Other,Location other building deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMinDed2Other,Location minimum other building deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMaxDed2Other,Location maximum other building deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocDedCode3Contents,Location contents deductible code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDedType3Contents,Location contents deductible type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDed3Contents,Location contents deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMinDed3Contents,Location minimum contents deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMaxDed3Contents,Location maximum contents deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocDedCode4BI,Location BI Deductible Code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDedType4BI,Location BI Deductible Type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDed4BI,Location BI deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMinDed4BI,Location minimum bi deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMaxDed4BI,Location maximum bi deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocDedCode5PD,Location PD deductible code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDedType5PD,Location PD deductible type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDed5PD,Location PD deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMinDed5PD,Location minimum PD deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMaxDed5PD,Location maximum PD deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocDedCode6All,Location blanket deductible code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDedType6All,Location blanket deductible type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocDed6All,Location site deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMinDed6All,Location minimum blanket deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocMaxDed6All,Location maximum blanket deductible,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocLimitCode1Building,Location building limit code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimitType1Building,Location building limit type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimit1Building,Location building limit,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocLimitCode2Other,Location other building limit code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimitType2Other,Location other building limit type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimit2Other,Location other building limit,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocLimitCode3Contents,Location contents limit code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimitType3Contents,Location contents limit type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimit3Contents,Location contents limit,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocLimitCode4BI,Location BI limit code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimitType4BI,Location BI limit type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimit4BI,Location BI limit,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocLimitCode5PD,Location PD limit code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimitType5PD,Location PD limit type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimit5PD,Location PD limit,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,LocLimitCode6All,Location site limit code,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimitType6All,Location site limit type,CR,,0,,n/a,n/a,n/a,1.1.2
Loc,LocLimit6All,Location site limit,CR,,0,"[0,)",n/a,n/a,n/a,1.1.2
Loc,BIWaitingPeriod,BI waiting period (in days),O,,0,,n/a,n/a,n/a,1.1.2
Loc,LocPeril,Perils for location financial terms,CR,,,,n/a,n/a,n/a,1.1.2
Loc,YearUpgraded,Year the building was upgraded (4 digit year),O,,0,,n/a,n/a,n/a,1.1.2
Loc,SurgeLeakage,Storm leakage percentage (0% to 100%) for Wind only policies,O,,-999,"[-999], [0,1]",n/a,n/a,n/a,1.1.2
Loc,SprinklerType,Sprinkler type,O,,0,,n/a,n/a,n/a,1.1.2
Loc,PercentSprinklered,Percent sprinklered. Values between 0 and 1 inclusive (0.5 = 50%); -999 is unknown,O,,-999,"[-999], [0,1]",n/a,n/a,n/a,1.1.2
Loc,RoofCover,Code that represents the material used to cover the roof,O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofYearBuilt,Year the roof was last replaced (4 digit year),O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofGeometry,Code that represents the shape of the roof,O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofEquipment,captures if mechanical or electric equipment is braced on the roof and the impact this modifier will have on the losses.,O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofFrame,Roof framing material,O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofMaintenance,Captures the impact roof maintenance has on the losses,O,,0,,n/a,n/a,n/a,1.1.2
Loc,BuildingCondition,Building condition,O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofAttachedStructures,"Code that identifies items mounted on the roof, such as A/C units, skylights, or dormers",O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofDeck,Code that represents the materials used to construct the roof deck,O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofPitch,Code that represents the slope of the roof,O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofAnchorage,Code that represents the connections used to secure the roof support system to the walls,O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofDeckAttachment,Code that represents the connections used to secure the roof deck to the underlying roof support system,O,,0,,n/a,n/a,n/a,1.1.2
Loc,RoofCoverAttachment,Code that represents the connections used to secure the roof covering to the roof deck,O,,0,,n/a,n/a,n/a,1.1.2
Loc,GlassType,Code that represents the type of glass used in the building,O,,0,,n/a,n/a,n/a,1.1.2
Loc,LatticeType,Code that represents the type of web used for H-shaped steel,O,,0,,n/a,n/a,n/a,1.1.2
Loc,FloodZone,Flood zone. Free text field.,O,,,,n/a,n/a,n/a,1.1.2
Loc,SoftStory,Code that indicates if there is structural weakness at any floor.  First floor garages and taller first floors are likely to exhibit soft-story behaviour.,O,,0,,n/a,n/a,n/a,1.1.2
Loc,Basement,Code that defines if there is a basement and if so whether it is finished or unfinished,O,,0,,n/a,n/a,n/a,1.1.2
Loc,BasementLevelCount,"Indicates the number of basement levels in a structure (supports up to 5 levels; for more than 5, enter 5).",O,,0,,n/a,n/a,n/a,1.1.2
Loc,WindowProtection,Code that represents the wind protection systems used on the windows,O,,0,,n/a,n/a,n/a,1.1.2
Loc,FoundationType,Code that represents the construction type of the building's foundation,O,,0,,n/a,n/a,n/a,1.1.2
Loc,WallAttachedStructure," 
Code that represents a structure that is physically attached to the building, such as garage or balcony",O,,0,,n/a,n/a,n/a,1.1.2
Loc,AppurtenantStructure," 
Code for the appurtenant building, such as shed or detached garage",O,,0,,n/a,n/a,n/a,1.1.2
Loc,ConstructionQuality,Construction quality,O,,0,,n/a,n/a,n/a,1.1.2
Loc,GroundEquipment,Captures whether mechanical or electrical equipment are present on the ground level of a building and impact it has on losses,O,,0,,n/a,n/a,n/a,1.1.2
Loc,EquipmentBracing,Identifies where mechanical or electrical equipment is held in place by bracing,O,,0,,n/a,n/a,n/a,1.1.2
Loc,Flashing,Refers to the impact the quality of the flashing or coping on a roof has on losses,O,,0,,n/a,n/a,n/a,1.1.2
Loc,BuildingShape,Code that represents the shape of the building,O,,0,,n/a,n/a,n/a,1.1.2
Loc,ShapeIrregularity,"Identifies vertical irregularities, overhangs and setbacks in the building design",O,,0,,n/a,n/a,n/a,1.1.2
Loc,Pounding,"Code that represents the distance to the closest structure, which if not adequate, can cause the two structures to collide during earthquake shaking",O,,0,,n/a,n/a,n/a,1.1.2
Loc,Ornamentation,Code that represents the amount of decorative elements attached to the exterior of a building,O,,0,,n/a,n/a,n/a,1.1.2
Loc,SpecialEQConstruction,Presence of a seismic base isolation system,O,,0,,n/a,n/a,n/a,1.1.2
Loc,Retrofit,Presence of retro fit connectivity between walls and floor for retro fit buildings,O,,0,,n/a,n/a,n/a,1.1.2
Loc,CrippleWall,Presence of cripple walls on the first floor or frame buildings,O,,0,,n/a,n/a,n/a,1.1.2
Loc,FoundationConnection,Connection of frame to foundation with or without bolts,O,,0,,n/a,n/a,n/a,1.1.2
Loc,ShortColumn,Code that indicates if there are short columns in the building,O,,0,,n/a,n/a,n/a,1.1.2
Loc,Fatigue,Captures signs of damage from prior earthquakes,O,,0,,n/a,n/a,n/a,1.1.2
Loc,Cladding,The presence and material of exterior building cladding,O,,0,,n/a,n/a,n/a,1.1.2
Loc,BIPreparedness,BI preparedness,O,,0,,n/a,n/a,n/a,1.1.2
Loc,BIRedundancy,BI redundancy,O,,0,,n/a,n/a,n/a,1.1.2
Loc,FirstFloorHeight,Height of the lowest floor (above ground) of the building with respect to local ground elevation (NOT relative to datum). First floor in the US is identical to ground floor in Europe.,O,,-999,"[-999], [0,1]",n/a,n/a,n/a,1.1.2
Loc,FirstFloorHeightUnit,Code for the unit of measure used to express FirstFloorHeight,O,,1,,n/a,n/a,n/a,1.1.2
Loc,Datum,Datum reference for the elevation fields (e.g. NAVD88; WGS84),O,,,,n/a,n/a,n/a,1.1.2
Loc,GroundElevation,Flood or Windstorm - Elevation of the local ground surface at the building at this location. This field represents the elevation of the grade (local ground surface) with respect to the datum (e.g. NAVD88).,O,,-999,"[-999], [0,1]",n/a,n/a,n/a,1.1.2
Loc,GroundElevationUnit,Code for the unit of measure used to express the GroundElevation,O,,1,,n/a,n/a,n/a,1.1.2
Loc,Tank,Code that indicates if there are rooftop tanks on the adjoining higher buildings,O,,0,,n/a,n/a,n/a,1.1.2
Loc,Redundancy,"Indicates whether there are multiple lateral load resisting elements, such as frames or shear walls",O,,0,,n/a,n/a,n/a,1.1.2
Loc,InternalPartition,Interior wall partitions or chimneys made from URM,O,,0,,n/a,n/a,n/a,1.1.2
Loc,ExternalDoors,"Wind resistant doors, doors with a certain rating of hurricane protection",O,,0,,n/a,n/a,n/a,1.1.2
Loc,Torsion,Code that represents the layout of structural elements that can lead to torsional loads,O,,0,,n/a,n/a,n/a,1.1.2
Loc,MechanicalEquipmentSide,Mechanical or electrical equipment at the side,O,,0,,n/a,n/a,n/a,1.1.2
Loc,ContentsWindVuln,Contents relative vulnerability to windstorm or tornado,O,,0,,n/a,n/a,n/a,1.1.2
Loc,ContentsFloodVuln,Contents relative vulnerability to flood,O,,0,,n/a,n/a,n/a,1.1.2
Loc,ContentsQuakeVuln,Contents relative vulnerability to earthquake,O,,0,,n/a,n/a,n/a,1.1.2
Loc,SmallDebris,Code that identifies whether small debris are present within 200 meters of the structure,O,,0,,n/a,n/a,n/a,1.1.2
Loc,FloorsOccupied,"Number of floors in the building that are occupied (separated by semi-colons). Each floor occupied is separated by a semi-colon. Ranges are not accepted. 0 = ground floor, -1 = first level of basement, -2 = second level of basement; 1 = first floor, 2 = second floor, etc.",O,,,,n/a,n/a,n/a,1.1.2
Loc,FloodDefenseHeight,Height of any site specific flood defenses protecting the property with respect to local ground elevation (NOT to datum).,O,,-999,"[-999], [0,1]",n/a,n/a,n/a,1.1.2
Loc,FloodDefenseHeightUnit,Code for the unit of measure used to express the FloodDefenseHeight,O,,1,,n/a,n/a,n/a,1.1.2
Loc,FloodDebrisResilience,Shows if building is vulnerable to floating debris,O,,0,,n/a,n/a,n/a,1.1.2
Loc,BaseFloodElevation,Water surface elevation (relative to datum - this is NOT a flood depth) corresponding to a flood having a 1% probability of being equaled or exceeded in a given year. A value of -999 for this field represents unknown/default.,O,,-999,"[-999], [0,1]",n/a,n/a,n/a,1.1.2
Loc,BaseFloodElevationUnit,Code for the unit of measure used to express the BaseFloodElevation,O,,1,,n/a,n/a,n/a,1.1.2
Loc,BuildingHeight,Total height of the structure,O,,-999,"[-999], [0,1]",n/a,n/a,n/a,1.1.2
Loc,BuildingHeightUnit,Units of the BuildingHeight,O,,1,,n/a,n/a,n/a,1.1.2
Loc,BuildingValuation,Field for third party valuation data,O,,,,n/a,n/a,n/a,1.1.2
Loc,TreeExposure,Secondary modifier coding density of trees adjacent to structure,O,,0,,n/a,n/a,n/a,1.1.2
Loc,Chimney,"Code that indicates if the structure has a chimney and, if so, the height of the chimney",O,,0,,n/a,n/a,n/a,1.1.2
Loc,BuildingType,"Building type (e.g. detached, terraced, etc)",O,,0,,n/a,n/a,n/a,1.1.2
Loc,Packaging,Describes the susceptibility of the packaging of a risk to the peril,O,,0,,n/a,n/a,n/a,1.1.2
Loc,Protection,Describes the level of protection from the specific peril,O,,0,,n/a,n/a,n/a,1.1.2
Loc,SalvageProtection,The salvage potential of a particular product,O,,0,,n/a,n/a,n/a,1.1.2
Loc,ValuablesStorage,Where the specie element is stored,O,,0,,n/a,n/a,n/a,1.1.2
Loc,DaysHeld,Number of days cargo is kept at port or the duration of an exhibition. Values between 0 to 1825 (up to 5 years). Default = 365.,O,,365,"[0,1825]",n/a,n/a,n/a,1.1.2
Loc,BrickVeneer,Code that represents the percentage of external walls that consist of brick veneer.,O,,0,,n/a,n/a,n/a,1.1.2
Loc,FEMACompliance,Indicates whether the building is in compliance with the FEMA flood zone requirements in both design and construction,O,,0,,n/a,n/a,n/a,1.1.2
Loc,CustomFloodSOP,"Standard of flood protection return period; values from 0-10,000",O,,0,,n/a,n/a,n/a,1.1.2
Loc,CustomFloodZone,User-defined flood zone,O,,,,n/a,n/a,n/a,1.1.2
Loc,MultiStoryHall,Code that indicates if the building has a multi-story hall,O,,0,,n/a,n/a,n/a,1.1.2
Loc,BuildingExteriorOpening,Code that represents the percentage of exterior walls that are open (i.e. have windows or doors),O,,0,,n/a,n/a,n/a,1.1.2
Loc,ServiceEquipmentProtection,Code that indicates whether the service equipment is protected from flood,O,,0,,n/a,n/a,n/a,1.1.2
Loc,TallOneStory,"The height of the taller than usual one-story building (e.g. gymnasium, auditorium, church, etc.)",O,,0,,n/a,n/a,n/a,1.1.2
Loc,TerrainRoughness,Terrain conditions around the building.,O,,0,,n/a,n/a,n/a,1.1.2
Loc,NumberOfEmployees,Number of employees,O,,,"[1,)",n/a,n/a,n/a,1.1.2
Loc,Payroll,Total payroll,O,,,"[1,)",n/a,n/a,n/a,1.1.2
ReinsInfo,ReinsNumber,Reinsurance number,R,,,"[1,)",n/a,n/a,n/a,1.1.2
ReinsInfo,ReinsName,Reinsurance name,O,,,,n/a,n/a,n/a,1.1.2
ReinsInfo,ReinsLayerNumber,Reinsurance layer for information / ordering purposes,O,,,"[1,)",n/a,n/a,n/a,1.1.2
ReinsInfo,ReinsPeril,Perils for reinsurance financial terms,R,,,,n/a,n/a,n/a,1.1.2
ReinsInfo,ReinsInceptionDate,Reinsurance inception date - in ISO 8601 format: YYYY-MM-DD,O,,,,n/a,n/a,n/a,1.1.2
ReinsInfo,ReinsExpiryDate,Reinsurance expiry date - in ISO 8601 format: YYYY-MM-DD,O,,,,n/a,n/a,n/a,1.1.2
ReinsInfo,CededPercent,Reinsurance ceded percentage. Used mainly in surplus treaties. Applies before other reinsurance terms. Values between 0 to 1 (e.g. 12% entered as 0.12),O,,1,"[0,1]",n/a,n/a,n/a,1.1.2
ReinsInfo,RiskLimit,Reinsurance per-risk limit,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
ReinsInfo,RiskAttachment,Reinsurance per-risk attachment point,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
ReinsInfo,OccLimit,Reinsurance occurrence limit,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
ReinsInfo,OccAttachment,Reinsurance per occurrence attachment,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
ReinsInfo,OccFranchiseDed,Reinsurance franchise deductible,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
ReinsInfo,OccReverseFranchise,"Reinsurance reverse franchise - a value of loss that, if exceeded, results in no payment being made for this event from the reinsurer to insurer.",O,,0,"[0,)",n/a,n/a,n/a,1.1.2
ReinsInfo,AggLimit,Maximum amount payable under this treaty during the AggPeriod,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
ReinsInfo,AggAttachment,The aggregate monetary amount during a given AggPeriod that the resinured retains under this treaty,O,,0,"[0,)",n/a,n/a,n/a,1.1.2
ReinsInfo,AggPeriod,Aggregate period associated with the aggregate limits and attachments (in days). Default value = 365 (1 year),O,,365,"[0,3650]",n/a,n/a,n/a,1.1.2
ReinsInfo,PlacedPercent,Percentage of the limit that has been placed in the reinsurance market. The main percentage used for reinsurance treaties other than surplus. Applies after other reinsurance terms. Values between 0 to 1 (e.g. 12% entered as 0.12),R,,,"[0,1]",n/a,n/a,n/a,1.1.2
ReinsInfo,ReinsCurrency,Reinsurance currency,R,,,,n/a,n/a,n/a,1.1.2
ReinsInfo,InuringPriority,Reinsurance inuring priority capturing the order in which reinsurance contracts apply. Treaties with lower number inuring priorities apply first.,R,,,,n/a,n/a,n/a,1.1.2
